Region,count,normalized,source_sheet,8,allen_id,allen_acronym,allen_name,allen_parent,allen_major_division,allen_cortical_class,is_cortical,is_subcortical,allen_primary_group,thalamic_group,thalamic_subdivision,allen_path,mapping_type,count_pct_total,count_pct_brain,count_pct_thalamus
Claustrum,3,0.17910447761194,brain2,,583,CLA,Claustrum,Cortical subplate,Cerebrum,,False,False,Other,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Claustrum""]",exact,0.010633772862611655,0.1791044776119403,0.0
Dorsal peduncular area,3,0.17910447761194,brain2,,814,DP,Dorsal peduncular area,Olfactory areas,Cerebrum,Olfactory areas,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Olfactory areas"", ""Dorsal peduncular area""]",exact,0.010633772862611655,0.1791044776119403,0.0
Major island of Calleja,3,0.17910447761194,brain2,,489,islm,Major island of Calleja,Olfactory tubercle,Cerebrum,,False,True,Striatum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum ventral region"", ""Olfactory tubercle"", ""Major island of Calleja""]",exact,0.010633772862611655,0.1791044776119403,0.0
Median preoptic nucleus,3,0.17910447761194,brain2,,452,MEPO,Median preoptic nucleus,Periventricular region,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Periventricular region"", ""Median preoptic nucleus""]",exact,0.010633772862611655,0.1791044776119403,0.0
Midbrain reticular nucleus,3,0.17910447761194,brain2,,128,MRN,Midbrain reticular nucleus,"Midbrain, motor related",Brain stem,,False,True,Midbrain,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Midbrain"", ""Midbrain, motor related"", ""Midbrain reticular nucleus""]",exact,0.010633772862611655,0.1791044776119403,0.0
Ventral posteromedial nucleus of the thalamus,3,0.17910447761194,brain2,,733,VPM,Ventral posteromedial nucleus of the thalamus,Ventral posterior complex of the thalamus,Brain stem,,False,True,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral posterior complex of the thalamus"", ""Ventral posteromedial nucleus of the thalamus""]",exact,0.010633772862611655,0.1791044776119403,2.608695652173913
Anteromedial visual area,2,0.119402985074627,brain2,,394,VISam,Anteromedial visual area,Visual areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Visual areas"", ""Anteromedial visual area""]",exact,0.00708918190840777,0.11940298507462686,0.0
Basolateral amygdalar nucleus,2,0.119402985074627,brain2,,295,BLA,Basolateral amygdalar nucleus,Cortical subplate,Cerebrum,,False,False,Other,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Basolateral amygdalar nucleus""]",exact,0.00708918190840777,0.11940298507462686,0.0
Dorsal part of the lateral geniculate complex,2,0.119402985074627,brain2,,170,LGd,Dorsal part of the lateral geniculate complex,"Geniculate group, dorsal thalamus",Brain stem,,False,True,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus","[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Geniculate group, dorsal thalamus"", ""Dorsal part of the lateral geniculate complex""]",exact,0.00708918190840777,0.11940298507462686,1.7391304347826086
Islands of Calleja,2,0.119402985074627,brain2,,481,isl,Islands of Calleja,Olfactory tubercle,Cerebrum,,False,True,Striatum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum ventral region"", ""Olfactory tubercle"", ""Islands of Calleja""]",exact,0.00708918190840777,0.11940298507462686,0.0
Medial septal nucleus,2,0.119402985074627,brain2,,564,MS,Medial septal nucleus,Medial septal complex,Cerebrum,,False,True,Pallidum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, medial region"", ""Medial septal complex"", ""Medial septal nucleus""]",exact,0.00708918190840777,0.11940298507462686,0.0
Periaqueductal gray,2,0.119402985074627,brain2,,795,PAG,Periaqueductal gray,"Midbrain, motor related",Brain stem,,False,True,Midbrain,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Midbrain"", ""Midbrain, motor related"", ""Periaqueductal gray""]",exact,0.00708918190840777,0.11940298507462686,0.0
Septofimbrial nucleus,2,0.119402985074627,brain2,,310,SF,Septofimbrial nucleus,Lateral septal complex,Cerebrum,,False,True,Striatum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Lateral septal complex"", ""Septofimbrial nucleus""]",exact,0.00708918190840777,0.11940298507462686,0.0
Anterodorsal nucleus,1,0.0597014925373134,brain2,,64,AD,Anterodorsal nucleus,Anterior group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Anterodorsal nucleus""]",exact,0.003544590954203885,0.05970149253731343,0.8695652173913043
Anteromedial nucleus,1,0.0597014925373134,brain2,,127,AM,Anteromedial nucleus,Anterior group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Anteromedial nucleus""]",exact,0.003544590954203885,0.05970149253731343,0.8695652173913043
Anteroventral nucleus of thalamus,1,0.0597014925373134,brain2,,255,AV,Anteroventral nucleus of thalamus,Anterior group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Anteroventral nucleus of thalamus""]",exact,0.003544590954203885,0.05970149253731343,0.8695652173913043
Bed nuclei of the stria terminalis,1,0.0597014925373134,brain2,,351,BST,Bed nuclei of the stria terminalis,"Pallidum, caudal region",Cerebrum,,False,True,Pallidum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, caudal region"", ""Bed nuclei of the stria terminalis""]",exact,0.003544590954203885,0.05970149253731343,0.0
Central amygdalar nucleus,1,0.0597014925373134,brain2,,536,CEA,Central amygdalar nucleus,Striatum-like amygdalar nuclei,Cerebrum,,False,True,Striatum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum-like amygdalar nuclei"", ""Central amygdalar nucleus""]",exact,0.003544590954203885,0.05970149253731343,0.0
Central medial nucleus of the thalamus,1,0.0597014925373134,brain2,,599,CM,Central medial nucleus of the thalamus,Intralaminar nuclei of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Intralaminar nuclei of the dorsal thalamus"", ""Central medial nucleus of the thalamus""]",exact,0.003544590954203885,0.05970149253731343,0.8695652173913043
Ectorhinal area/Layer 2/3,1,0.0597014925373134,brain2,,427,ECT2/3,Ectorhinal area/Layer 2/3,Ectorhinal area,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Ectorhinal area"", ""Ectorhinal area/Layer 2/3""]",exact,0.003544590954203885,0.05970149253731343,0.0
Fasciola cinerea,1,0.0597014925373134,brain2,,982,FC,Fasciola cinerea,Hippocampal region,Cerebrum,Hippocampal formation,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Hippocampal formation"", ""Hippocampal region"", ""Fasciola cinerea""]",exact,0.003544590954203885,0.05970149253731343,0.0
Hypothalamus,1,0.0597014925373134,brain2,,1097,HY,Hypothalamus,Interbrain,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus""]",exact,0.003544590954203885,0.05970149253731343,0.0
Lateral terminal nucleus of the accessory optic tract,1,0.0597014925373134,brain2,,66,LT,Lateral terminal nucleus of the accessory optic tract,"Midbrain, motor related",Brain stem,,False,True,Midbrain,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Midbrain"", ""Midbrain, motor related"", ""Lateral terminal nucleus of the accessory optic tract""]",exact,0.003544590954203885,0.05970149253731343,0.0
Medial preoptic area,1,0.0597014925373134,brain2,,523,MPO,Medial preoptic area,Periventricular region,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Periventricular region"", ""Medial preoptic area""]",exact,0.003544590954203885,0.05970149253731343,0.0
Nucleus of the lateral olfactory tract,1,0.0597014925373134,brain2,,619,NLOT,Nucleus of the lateral olfactory tract,Olfactory areas,Cerebrum,Olfactory areas,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Olfactory areas"", ""Nucleus of the lateral olfactory tract""]",exact,0.003544590954203885,0.05970149253731343,0.0
Olfactory areas,1,0.0597014925373134,brain2,,698,OLF,Olfactory areas,Cortical plate,Cerebrum,Olfactory areas,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Olfactory areas""]",exact,0.003544590954203885,0.05970149253731343,0.0
Parasubthalamic nucleus,1,0.0597014925373134,brain2,,364,PSTN,Parasubthalamic nucleus,Hypothalamic lateral zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic lateral zone"", ""Parasubthalamic nucleus""]",exact,0.003544590954203885,0.05970149253731343,0.0
Primary auditory area,1,0.0597014925373134,brain2,,1002,AUDp,Primary auditory area,Auditory areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Auditory areas"", ""Primary auditory area""]",exact,0.003544590954203885,0.05970149253731343,0.0
Subiculum,1,0.0597014925373134,brain2,,502,SUB,Subiculum,Retrohippocampal region,Cerebrum,Hippocampal formation,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Hippocampal formation"", ""Retrohippocampal region"", ""Subiculum""]",exact,0.003544590954203885,0.05970149253731343,0.0
Supraoptic nucleus,1,0.0597014925373134,brain2,,390,SO,Supraoptic nucleus,Periventricular zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Periventricular zone"", ""Supraoptic nucleus""]",exact,0.003544590954203885,0.05970149253731343,0.0
Triangular nucleus of septum,1,0.0597014925373134,brain2,,581,TRS,Triangular nucleus of septum,"Pallidum, medial region",Cerebrum,,False,True,Pallidum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, medial region"", ""Triangular nucleus of septum""]",exact,0.003544590954203885,0.05970149253731343,0.0
Primary somatosensory area,1065,26.3288009888752,brain3,,322,SSp,Primary somatosensory area,Somatosensory areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Somatosensory areas"", ""Primary somatosensory area""]",exact,3.7749893662271377,26.328800988875155,0.0
Primary motor area,943,23.3127317676143,brain3,,985,MOp,Primary motor area,Somatomotor areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Somatomotor areas"", ""Primary motor area""]",exact,3.3425492698142634,23.312731767614338,0.0
Supplemental somatosensory area,310,7.66378244746601,brain3,,378,SSs,Supplemental somatosensory area,Somatosensory areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Somatosensory areas"", ""Supplemental somatosensory area""]",exact,1.0988231958032044,7.663782447466007,0.0
Anterior cingulate area,309,7.63906056860321,brain3,,31,ACA,Anterior cingulate area,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Anterior cingulate area""]",exact,1.0952786048490004,7.639060568603213,0.0
Gustatory areas,237,5.85908529048208,brain3,,1057,GU,Gustatory areas,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Gustatory areas""]",exact,0.8400680561463206,5.859085290482077,0.0
Caudoputamen,226,5.58714462299135,brain3,,672,CP,Caudoputamen,Striatum dorsal region,Cerebrum,,False,True,Striatum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum dorsal region"", ""Caudoputamen""]",exact,0.8010775556500779,5.587144622991348,0.0
Agranular insular area,129,3.18912237330037,brain3,,95,AI,Agranular insular area,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Agranular insular area""]",exact,0.4572522330923011,3.189122373300371,0.0
Secondary motor area,111,2.74412855377009,brain3,,993,MOs,Secondary motor area,Somatomotor areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Somatomotor areas"", ""Secondary motor area""]",exact,0.3934495959166312,2.7441285537700866,0.0
Visceral area,92,2.27441285537701,brain3,,677,VISC,Visceral area,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Visceral area""]",exact,0.32610236778675744,2.2744128553770087,0.0
Orbital area,75,1.85414091470952,brain3,,714,ORB,Orbital area,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Orbital area""]",exact,0.26584432156529136,1.8541409147095178,0.0
Ventral anterior-lateral complex of the thalamus,63,1.55747836835599,brain3,,629,VAL,Ventral anterior-lateral complex of the thalamus,Ventral group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral anterior-lateral complex of the thalamus""]",exact,0.22330923011484477,1.557478368355995,29.439252336448597
Prelimbic area,57,1.40914709517923,brain3,,972,PL,Prelimbic area,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Prelimbic area""]",exact,0.20204168438962145,1.4091470951792335,0.0
Piriform area,50,1.23609394313968,brain3,,961,PIR,Piriform area,Olfactory areas,Cerebrum,Olfactory areas,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Olfactory areas"", ""Piriform area""]",exact,0.17722954771019425,1.2360939431396787,0.0
Anteromedial nucleus,44,1.08776266996292,brain3,,127,AM,Anteromedial nucleus,Anterior group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Anteromedial nucleus""]",exact,0.15596200198497093,1.0877626699629173,20.5607476635514
Mediodorsal nucleus of the thalamus,42,1.03831891223733,brain3,,362,MD,Mediodorsal nucleus of thalamus,Medial group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Medial group of the dorsal thalamus"", ""Mediodorsal nucleus of thalamus""]",override,0.14887282007656316,1.03831891223733,19.626168224299064
Infralimbic area,37,0.914709517923362,brain3,,44,ILA,Infralimbic area,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Infralimbic area""]",exact,0.13114986530554373,0.9147095179233622,0.0
Lateral septal nucleus,21,0.519159456118665,brain3,,242,LS,Lateral septal nucleus,Lateral septal complex,Cerebrum,,False,True,Striatum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Lateral septal complex"", ""Lateral septal nucleus""]",exact,0.07443641003828158,0.519159456118665,0.0
Globus pallidus,20,0.494437577255871,brain3,,1022,GPe,"Globus pallidus, external segment","Pallidum, dorsal region",Cerebrum,,False,True,Pallidum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, dorsal region"", ""Globus pallidus, external segment""]",override,0.0708918190840777,0.4944375772558714,0.0
Claustrum,17,0.420271940667491,brain3,,583,CLA,Claustrum,Cortical subplate,Cerebrum,,False,False,Other,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Claustrum""]",exact,0.06025804622146604,0.4202719406674907,0.0
Substantia innominata,17,0.420271940667491,brain3,,342,SI,Substantia innominata,"Pallidum, ventral region",Cerebrum,,False,True,Pallidum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, ventral region"", ""Substantia innominata""]",exact,0.06025804622146604,0.4202719406674907,0.0
Diagonal band nucleus,15,0.370828182941904,brain3,,596,NDB,Diagonal band nucleus,Medial septal complex,Cerebrum,,False,True,Pallidum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, medial region"", ""Medial septal complex"", ""Diagonal band nucleus""]",exact,0.05316886431305828,0.3708281829419036,0.0
Nucleus accumbens,15,0.370828182941904,brain3,,56,ACB,Nucleus accumbens,Striatum ventral region,Cerebrum,,False,True,Striatum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum ventral region"", ""Nucleus accumbens""]",exact,0.05316886431305828,0.3708281829419036,0.0
Thalamus,14,0.34610630407911,brain3,,549,TH,Thalamus,Interbrain,Brain stem,,False,True,Thalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus""]",exact,0.04962427335885439,0.34610630407911,6.5420560747663545
Anterior olfactory nucleus,13,0.321384425216316,brain3,,159,AON,Anterior olfactory nucleus,Olfactory areas,Cerebrum,Olfactory areas,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Olfactory areas"", ""Anterior olfactory nucleus""]",exact,0.046079682404650504,0.32138442521631644,0.0
Central medial nucleus of the thalamus,11,0.271940667490729,brain3,,599,CM,Central medial nucleus of the thalamus,Intralaminar nuclei of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Intralaminar nuclei of the dorsal thalamus"", ""Central medial nucleus of the thalamus""]",exact,0.03899050049624273,0.2719406674907293,5.14018691588785
Central amygdalar nucleus,9,0.222496909765142,brain3,,536,CEA,Central amygdalar nucleus,Striatum-like amygdalar nuclei,Cerebrum,,False,True,Striatum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum-like amygdalar nuclei"", ""Central amygdalar nucleus""]",exact,0.031901318587834966,0.22249690976514214,0.0
Ventral medial nucleus of the thalamus,9,0.222496909765142,brain3,,685,VM,Ventral medial nucleus of the thalamus,Ventral group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral medial nucleus of the thalamus""]",exact,0.031901318587834966,0.22249690976514214,4.205607476635514
Basic cell groups and regions,8,0.197775030902349,brain3,,8,grey,Basic cell groups and regions,root,,,False,False,Other,,,"[""root"", ""Basic cell groups and regions""]",exact,0.02835672763363108,0.1977750309023486,0.0
Lateral preoptic area,8,0.197775030902349,brain3,,226,LPO,Lateral preoptic area,Hypothalamic lateral zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic lateral zone"", ""Lateral preoptic area""]",exact,0.02835672763363108,0.1977750309023486,0.0
Endopiriform nucleus,6,0.148331273176761,brain3,,942,EP,Endopiriform nucleus,Cortical subplate,Cerebrum,,False,False,Other,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Endopiriform nucleus""]",exact,0.02126754572522331,0.14833127317676142,0.0
Lateral hypothalamic area,6,0.148331273176761,brain3,,194,LHA,Lateral hypothalamic area,Hypothalamic lateral zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic lateral zone"", ""Lateral hypothalamic area""]",exact,0.02126754572522331,0.14833127317676142,0.0
Nucleus of reunions,6,0.148331273176761,brain3,,181,RE,Nucleus of reuniens,Midline group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Midline group of the dorsal thalamus"", ""Nucleus of reuniens""]",approx,0.02126754572522331,0.14833127317676142,2.803738317757009
Submedial nucleus of the thalamus,6,0.148331273176761,brain3,,366,SMT,Submedial nucleus of the thalamus,Medial group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Medial group of the dorsal thalamus"", ""Submedial nucleus of the thalamus""]",exact,0.02126754572522331,0.14833127317676142,2.803738317757009
Interanterodorsal nucleus of the thalamus,4,0.0988875154511743,brain3,,1113,IAD,Interanterodorsal nucleus of the thalamus,Anterior group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Interanterodorsal nucleus of the thalamus""]",exact,0.01417836381681554,0.0988875154511743,1.8691588785046727
Ventral posteromedial nucleus of the thalamus,4,0.0988875154511743,brain3,,733,VPM,Ventral posteromedial nucleus of the thalamus,Ventral posterior complex of the thalamus,Brain stem,,False,True,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral posterior complex of the thalamus"", ""Ventral posteromedial nucleus of the thalamus""]",exact,0.01417836381681554,0.0988875154511743,1.8691588785046727
Zona incerta,4,0.0988875154511743,brain3,,797,ZI,Zona incerta,Hypothalamic lateral zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic lateral zone"", ""Zona incerta""]",exact,0.01417836381681554,0.0988875154511743,0.0
Basolateral amygdalar nucleus,3,0.0741656365883807,brain3,,295,BLA,Basolateral amygdalar nucleus,Cortical subplate,Cerebrum,,False,False,Other,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Basolateral amygdalar nucleus""]",exact,0.010633772862611655,0.07416563658838071,0.0
Lateral dorsal nucleus of thalamus,3,0.0741656365883807,brain3,,155,LD,Lateral dorsal nucleus of thalamus,Anterior group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Lateral dorsal nucleus of thalamus""]",exact,0.010633772862611655,0.07416563658838071,1.4018691588785046
Lateral habenula,3,0.0741656365883807,brain3,,186,LH,Lateral habenula,Epithalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Epithalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Epithalamus"", ""Lateral habenula""]",exact,0.010633772862611655,0.07416563658838071,1.4018691588785046
Medial preoptic area,3,0.0741656365883807,brain3,,523,MPO,Medial preoptic area,Periventricular region,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Periventricular region"", ""Medial preoptic area""]",exact,0.010633772862611655,0.07416563658838071,0.0
Olfactory areas,3,0.0741656365883807,brain3,,698,OLF,Olfactory areas,Cortical plate,Cerebrum,Olfactory areas,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Olfactory areas""]",exact,0.010633772862611655,0.07416563658838071,0.0
